No,Tháng,Năm,Khách hàng C2,Khách Hàng C1,Tỉnh,Tên hoạt động,Số lượng,Nhóm Sản phẩm,Sản Phẩm,Cây Trồng,SL Nông Dân,Đầu tư,Triển khai
210,Dec,2018,CTO-044,CTO018,Cần Thơ,Demo,2.0,Insecticide,MPT,Dưa hấu,10,3184420.0000000005,ST
211,Dec,2018,CTO-035,CTO018,Cần Thơ,Demo,2.0,Insecticide,MPT,Dưa hấu,10,3184420.0000000005,ST
212,Dec,2018,CTO-058,CTO003,Cần Thơ,Demo,2.0,Insecticide,MPT,Mận,10,3184420.0000000005,ST
213,Dec,2018,CTO-067,CTO003,Cần Thơ,Demo,2.0,Insecticide,MPT,Sầu Riêng,10,3184420.0000000005,ST
214,Dec,2018,HGG-087,CTO003,Cần Thơ,Demo,1.0,Insecticide,MPT,Lúa,5,1592210.0000000002,ST
215,Dec,2018,KGG-026,CTO003,Cần Thơ,Demo,1.0,Insecticide,MPT,Lúa,5,1592210.0000000002,ST
216,Dec,2018,CTO-094,CTO018,Cần Thơ,TM,1.0,Insecticide,MPT,Lúa,20,3309650.0000000005,SE
217,Dec,2018,CTO-088,CTO018,Cần Thơ,TM,1.0,Insecticide,MPT,Lúa,20,3309650.0000000005,SE
218,Dec,2018,CTO-048,CTO018,Cần Thơ,TM,2.0,Insecticide,MPT,Sầu Riêng,40,6619300.000000001,SE
219,Dec,2018,CTO-031,CTO018,Cần Thơ,TM,1.0,Insecticide,MPT,Nhãn,20,3309650.0000000005,SE
220,Dec,2018,CTO-044,CTO018,Cần Thơ,TM,1.0,Insecticide,MPT,Dưa hấu,20,3309650.0000000005,SE
221,Dec,2018,CTO-035,CTO018,Cần Thơ,TM,1.0,Insecticide,MPT,Dưa hấu,20,3309650.0000000005,SE
222,Dec,2018,CTO-058,CTO003,Cần Thơ,TM,1.0,Insecticide,MPT,Mận,20,3309650.0000000005,SE
223,Dec,2018,CTO-067,CTO003,Cần Thơ,TM,1.0,Insecticide,MPT,Sầu Riêng,20,3309650.0000000005,SE
224,Dec,2018,HGG-087,CTO003,Cần Thơ,TM,1.0,Insecticide,MPT,Lúa,20,3309650.0000000005,SE
225,Dec,2018,KGG-026,CTO003,Cần Thơ,TM,1.0,Insecticide,MPT,Lúa,20,3309650.0000000005,SE
226,Dec,2018,QNM-001,QNM010,Quảng Nam,E30,1.0,Insecticide,MPT,Lúa,30,11225975.0,SE
227,Dec,2018,QNM-009,QNM010,Quảng Nam,E30,1.0,Insecticide,MPT,Lúa,30,11225975.0,SE
228,Dec,2018,QNM-007,QNM010,Quảng Nam,E30,1.0,Insecticide,MPT,Lúa,30,11225975.0,SE
229,Dec,2018,QNM-008,QNM009,Quảng Nam,E30,1.0,Insecticide,MPT,Lúa,30,11225975.0,SE
230,Dec,2018,DTP-141,DTP015,Đồng Tháp,E400,0.125,Insecticide,MPT,Lúa,50,20528775.0,SE
231,Dec,2018,DTP-044,DTP015,Đồng Tháp,E400,0.125,Insecticide,MPT,Lúa,50,20528775.0,SE
232,Dec,2018,DTP-051,DTP015,Đồng Tháp,E400,0.125,Insecticide,MPT,Lúa,50,20528775.0,SE
233,Dec,2018,DTP-055,DTP015,Đồng Tháp,E400,0.125,Insecticide,MPT,Lúa,50,20528775.0,SE
234,Dec,2018,DTP-196,DTP015,Đồng Tháp,E400,0.125,Insecticide,MPT,Lúa,50,20528775.0,SE
235,Dec,2018,DTP-048,DTP015,Đồng Tháp,E400,0.125,Insecticide,MPT,Lúa,50,20528775.0,SE
236,Dec,2018,DTP-161,DTP015,Đồng Tháp,E400,0.125,Insecticide,MPT,Lúa,50,20528775.0,SE
237,Dec,2018,BTN-059,BTN002,Bình Thuận,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
238,Dec,2018,BTN-002,BTN002,Bình Thuận,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
239,Dec,2018,BTN-003,BTN002,Bình Thuận,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
240,Dec,2018,BTN-108,BTN002,Bình Thuận,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
241,Dec,2018,BTN-065,BTN002,Bình Thuận,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
242,Dec,2018,BTN-053,BTN002,Bình Thuận,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
243,Dec,2018,QNI-006,QNI001,Quảng Ngãi,SC,2.0,Insecticide,MPT,Lúa,50,3309650.0000000005,SE
244,Dec,2018,QNI-007,QNI001,Quảng Ngãi,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
245,Dec,2018,QNI-010,QNI001,Quảng Ngãi,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
246,Dec,2018,QNI-019,QNI001,Quảng Ngãi,SC,2.0,Insecticide,MPT,Lúa,50,3309650.0000000005,SE
247,Dec,2018,QNI-013,QNI001,Quảng Ngãi,SC,2.0,Insecticide,MPT,Lúa,50,3309650.0000000005,SE
248,Dec,2018,QNI-008,QNI001,Quảng Ngãi,SC,2.0,Insecticide,MPT,Lúa,50,3309650.0000000005,SE
249,Dec,2018,QNI-003,QNI001,Quảng Ngãi,SC,2.0,Insecticide,MPT,Lúa,50,3309650.0000000005,SE
250,Dec,2018,QNI-025,QNI001,Quảng Ngãi,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
251,Dec,2018,QNI-005,QNI001,Quảng Ngãi,SC,2.0,Insecticide,MPT,Lúa,50,3309650.0000000005,SE
252,Jan,2019,QNI-002,QNI001,Quảng Ngãi,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
253,Jan,2019,QNI-004,QNI001,Quảng Ngãi,SC,2.0,Insecticide,MPT,Lúa,50,3309650.0000000005,SE
254,Nov,2018,QNM-001,QNM010,Quảng Nam,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
255,Nov,2018,QNM-004,QNM010,Quảng Nam,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
256,Nov,2018,QNM-014,QNM010,Quảng Nam,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
257,Dec,2018,QNM-006,QNM010,Quảng Nam,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
258,Dec,2018,QNM-003,QNM010,Quảng Nam,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
259,Dec,2018,QNM-007,QNM010,Quảng Nam,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
260,Dec,2018,QNM-009,QNM010,Quảng Nam,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
261,Dec,2018,QNM-008,QNM009,Quảng Nam,SC,1.0,Insecticide,MPT,Lúa,25,1654825.0000000002,SE
262,Dec,2018,GLI-001,GLI002,Gia Lai,FA,10.0,Insecticide,MPT,Bắp,10,894500.0000000001,SE
263,Dec,2018,GLI-002,GLI002,Gia Lai,FA,10.0,Insecticide,MPT,Bắp,10,894500.0000000001,SE
264,Dec,2018,GLI-003,GLI002,Gia Lai,FA,10.0,Insecticide,MPT,Bắp,10,894500.0000000001,SE
265,Dec,2018,BDH-002,BDH005,Bình Định,FA,10.0,Insecticide,MPT,Ớt,10,894500.0000000001,SE
266,Dec,2018,BDH-003,BDH005,Bình Định,FA,10.0,Insecticide,MPT,Đậu,10,894500.0000000001,SE
267,Dec,2018,BDH-004,BDH005,Bình Định,FA,10.0,Insecticide,MPT,Ớt,10,894500.0000000001,SE
268,Dec,2018,PYN-001,PYN004,Phú Yên,FA,5.0,Insecticide,MPT,Lúa,5,447250.00000000006,SE
269,Dec,2018,PYN-002,PYN004,Phú Yên,FA,5.0,Insecticide,MPT,Lúa,5,447250.00000000006,SE
270,Dec,2018,PYN-003,PYN004,Phú Yên,FA,5.0,Insecticide,MPT,Lúa,5,447250.00000000006,SE
271,Dec,2018,PYN-004,PYN004,Phú Yên,FA,10.0,Insecticide,MPT,Hoa,10,894500.0000000001,SE
272,Dec,2018,QNI-002,QNI001,Quảng Ngãi,FA,5.0,Insecticide,MPT,Lúa,5,447250.00000000006,SE
273,Dec,2018,QNI-004,QNI001,Quảng Ngãi,FA,10.0,Insecticide,MPT,Hoa,10,894500.0000000001,SE
274,Dec,2018,QNI-006,QNI001,Quảng Ngãi,FA,10.0,Insecticide,MPT,Hoa,10,894500.0000000001,SE
275,Dec,2018,HUE-009,QTI001,Quảng Trị,FA,5.0,Insecticide,MPT,Lúa,5,447250.00000000006,SE
276,Dec,2018,HUE-010,QTI001,Quảng Trị,FA,5.0,Insecticide,MPT,Lúa,5,447250.00000000006,SE
277,Dec,2018,QTI-001,QTI001,Quảng Trị,FA,5.0,Insecticide,MPT,Hành,5,447250.00000000006,SE
278,Dec,2018,QTI-002,QTI001,Quảng Trị,FA,10.0,Insecticide,MPT,Hành,10,894500.0000000001,SE
279,Dec,2018,QNM-001,QNM010,Quảng Nam,FA,10.0,Insecticide,MPT,Ớt,10,894500.0000000001,SE
280,Dec,2018,QNM-002,QNM010,Quảng Nam,FA,10.0,Insecticide,MPT,Ớt,10,894500.0000000001,SE
281,Dec,2018,QNM-004,QNM010,Quảng Nam,FA,10.0,Insecticide,MPT,Ớt,10,894500.0000000001,SE
282,Dec,2018,QNM-005,QNM010,Quảng Nam,FA,5.0,Insecticide,MPT,Ớt,5,447250.00000000006,SE
283,Nov,2018,BDH-001,BDH005,Bình Định,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
284,Nov,2018,BDH-020,BDH005,Bình Định,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
285,Nov,2018,BDH-012,BDH005,Bình Định,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
286,Dec,2018,LDG-113,BDH005,Bình Định,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
287,Dec,2018,BDH-007,BDH005,Bình Định,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
288,Dec,2018,BDH-013,BDH005,Bình Định,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
289,Dec,2018,BTN-073,BDH005,Bình Định,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
290,Dec,2018,BDH-004,BDH005,Bình Định,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
291,Dec,2018,BDH-002,BDH005,Bình Định,E30,1.0,Herbicide & Molluscicide,FAX,Lúa,30,11225975.0,SE
292,Dec,2018,DTP-088,BDH005,Bình Định,E30,1.0,Herbicide & Molluscicide,FAX,Lúa,30,11225975.0,SE
293,Dec,2018,DNI-041,DNI001,Đồng Nai,E60,1.0,Fungicide,HO,Xoài,60,22094150.0,SE
294,Dec,2018,DNI-098,DNI022,Đồng Nai,E100,1.0,Fungicide,HO,Xoài,100,37479550.0,SE
295,Nov,2018,DNI-098,DNI001,Đồng Nai,SC,2.0,Fungicide,HO,Xoài,50,3309650.0000000005,SE
296,Nov,2018,DNI-041,DNI001,Đồng Nai,SC,2.0,Bio-organic,GN,Xoài,50,3309650.0000000005,SE
297,Nov,2018,DNI-009,DNI001,Đồng Nai,SC,2.0,Bio-organic,GN,Xoài,50,3309650.0000000005,SE
298,Nov,2018,DNI-117,DNI001,Đồng Nai,SC,2.0,Bio-organic,GN,Xoài,50,3309650.0000000005,SE
299,Nov,2018,DNI-030,DNI001,Đồng Nai,SC,2.0,Bio-organic,GN,Xoài,50,3309650.0000000005,SE
300,Dec,2018,DNI-007,DNI001,Đồng Nai,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
301,Dec,2018,LDG-061,LDG018,Lâm Đồng,TM,1.0,Insecticide,DA,Rau màu,20,3309650.0000000005,ST
302,Dec,2018,LDG-001,LDG018,Lâm Đồng,TM,2.0,Insecticide,DA,Rau màu,40,6619300.000000001,ST
303,Dec,2018,LDG-013,LDG018,Lâm Đồng,TM,1.0,Insecticide,DA,Rau màu,20,3309650.0000000005,ST
304,Dec,2018,LDG-096,LDG005,Lâm Đồng,TM,1.0,Insecticide,DA,Rau màu,20,3309650.0000000005,ST
305,Dec,2018,LDG-183,LDG005,Lâm Đồng,TM,1.0,Insecticide,DA,Rau màu,20,3309650.0000000005,ST
306,Dec,2018,LDG-150,LDG018,Lâm Đồng,TM,1.0,Insecticide,DA,Rau màu,20,3309650.0000000005,ST
307,Dec,2018,LDG-058,LDG018,Lâm Đồng,TM,1.0,Insecticide,DA,Rau màu,20,3309650.0000000005,ST
308,Dec,2018,LDG-071,LDG003,Lâm Đồng,TM,1.0,Insecticide,DA,Rau màu,20,3309650.0000000005,ST
309,Dec,2018,LDG-006,LDG003,Lâm Đồng,TM,1.0,Insecticide,DA,Rau màu,20,3309650.0000000005,ST
310,Dec,2018,LDG-064,LDG005,Lâm Đồng,Demo,1.0,Insecticide,DA,Rau màu,5,1592210.0000000002,ST
311,Dec,2018,LDG-097,LDG003,Lâm Đồng,Demo,1.0,Insecticide,DA,Rau màu,5,1592210.0000000002,ST
312,Dec,2018,LDG-150,LDG018,Lâm Đồng,Demo,1.0,Insecticide,DA,Rau màu,5,1592210.0000000002,ST
313,Dec,2018,LDG-058,LDG018,Lâm Đồng,Demo,1.0,Insecticide,DA,Rau màu,5,1592210.0000000002,ST
314,Dec,2018,LDG-071,LDG003,Lâm Đồng,Demo,1.0,Insecticide,DA,Rau màu,5,1592210.0000000002,ST
315,Dec,2018,LDG-006,LDG003,Lâm Đồng,Demo,1.0,Insecticide,DA,Rau màu,5,1592210.0000000002,ST
316,Dec,2018,HUE-002,QTI001,Thừa Thiên - Huế,E30,1.0,Herbicide & Molluscicide,FAX,Lúa,30,11225975.0,SE
317,Dec,2018,QTI-008,QTI001,Quảng Trị,E30,1.0,Herbicide & Molluscicide,FAX,Lúa,30,11225975.0,SE
318,Dec,2018,QTI-007,QTI001,Quảng Trị,E30,1.0,Herbicide & Molluscicide,FAX,Lúa,30,11225975.0,SE
319,Dec,2018,QTI-006,QTI001,Quảng Trị,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
320,Dec,2018,QTI-007,QTI001,Quảng Trị,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
321,Dec,2018,VLG-058,QTI001,Quảng Trị,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
322,Dec,2018,QTI-002,QTI001,Quảng Trị,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
323,Dec,2018,QTI-001,QTI001,Quảng Trị,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
324,Jan,2019,QTI-003,QTI001,Quảng Trị,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
325,Jan,2019,HUE-002,QTI001,Thừa Thiên - Huế,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
326,Dec,2018,PYN-008,PYN004,Phú Yên,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
327,Dec,2018,PYN-010,PYN004,Phú Yên,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
328,Dec,2018,PYN-004,PYN004,Phú Yên,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
329,Dec,2018,PYN-002,PYN004,Phú Yên,SC,1.0,Herbicide & Molluscicide,FAX,Lúa,25,1654825.0000000002,SE
330,Nov,2018,LAN-082,LAN006,Long An,TM,4.0,Fungicide,HO,Thanh Long,80,13238600.000000002,SE
331,Dec,2018,LAN-113,LAN032,Long An,TM,3.0,Fungicide,FY,Lúa,60,9928950.0,SE
332,Nov,2018,LAN-082,LAN006,Long An,FA,30.0,Fungicide,HO,Thanh Long,30,2683500.0,SE
333,Nov,2018,LAN-113,LAN032,Long An,FA,20.0,Fungicide,FY,Lúa,20,1789000.0000000002,SE
334,Dec,2018,LAN-082,LAN006,Long An,Demo,3.0,Fungicide,HO,Thanh Long,15,4776630.0,SE
335,Dec,2018,LAN-066,LAN006,Long An,Demo,2.0,Fungicide,HO,Thanh Long,10,3184420.0000000005,SE
336,Dec,2018,LAN-113,LAN032,Long An,Demo,3.0,Fungicide,FY,Lúa,15,4776630.0,SE
337,Nov,2018,DNG-008,LAN032,Long An,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,SE
338,Dec,2018,DNI-003,DNI003,Đồng Nai,SC,7.0,Fungicide,HO,Sầu Riêng,175,11583775.000000002,SE
339,Dec,2018,DNI-006,DNI003,Đồng Nai,SC,3.0,Fungicide,SR,Sầu Riêng,75,4964475.0,SE
340,Dec,2018,DNI-069,DNI003,Đồng Nai,SC,3.0,Fungicide,SR,Sầu Riêng,75,4964475.0,SE
341,Dec,2018,DNI-001,DNI003,Đồng Nai,SC,3.0,Fungicide,SR,Sầu Riêng,75,4964475.0,SE
342,Dec,2018,DNI-030,DNI003,Đồng Nai,SC,2.0,Fungicide,SR,Sầu Riêng,50,3309650.0000000005,SE
343,Dec,2018,DNI-017,DNI003,Đồng Nai,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
344,Dec,2018,DNI-104,DNI001,Đồng Nai,SC,3.0,Bio-organic,GN,Bưởi,75,4964475.0,SE
345,Dec,2018,BDG-001,DNI001,Bình Dương,SC,3.0,Bio-organic,GN,Cam,75,4964475.0,SE
346,Dec,2018,DNI-048,DNI001,Đồng Nai,SC,3.0,Bio-organic,GN,Chuối,75,4964475.0,SE
347,Dec,2018,DNI-081,DNI001,Đồng Nai,SC,2.0,Bio-organic,GN,Chuối,50,3309650.0000000005,SE
348,Jan,2019,DNI-023,DNI023,Đồng Nai,SC,5.0,Fungicide,SR,Sầu Riêng,125,8274125.000000001,SE
349,Jan,2019,VTU-020,DNI023,Bà Rịa - Vũng Tàu,SC,3.0,Fungicide,SR,Lúa,75,4964475.0,SE
350,Jan,2019,VTU-015,DNI023,Bà Rịa - Vũng Tàu,SC,2.0,Fungicide,SR,Lúa,50,3309650.0000000005,SE
351,Dec,2018,BPC-044,bpc024,Bình Phước,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
352,Dec,2018,BPC-031,bpc024,Bình Phước,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
353,Dec,2018,BPC-034,bpc024,Bình Phước,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
354,Dec,2018,BPC-053,bpc024,Bình Phước,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
355,Dec,2018,TGG-094,bpc024,Bình Phước,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
356,Dec,2018,BPC-021,BPC021,Bình Phước,SC,2.0,Bio-organic,GN,Điều,50,3309650.0000000005,SE
357,Dec,2018,BPC-011,BPC021,Bình Phước,SC,3.0,Bio-organic,GN,Điều,75,4964475.0,SE
358,Dec,2018,DNI-014,DNI001,Đồng Nai,SC,4.0,Fungicide,HO,Xoài,100,6619300.000000001,SE
359,Dec,2018,DNI-073,DNI001,Đồng Nai,SC,3.0,Bio-organic,GN,Lúa,75,4964475.0,SE
360,Dec,2018,DNI-110,DNI001,Đồng Nai,SC,4.0,Bio-organic,GN,Xoài,100,6619300.000000001,SE
361,Dec,2018,DNI-098,DNI001,Đồng Nai,SC,4.0,Bio-organic,GN,Xoài,100,6619300.000000001,SE
362,Dec,2018,TNH-017,TNH013,Tây Ninh,SC,8.0,Fungicide,FY,Lúa,200,13238600.000000002,SE
363,Dec,2018,TNH-013,SGN050,Tây Ninh,SC,4.0,Bio-organic,GN,Mãng cầu,100,6619300.000000001,SE
364,Dec,2018,TNH-020,SGN050,Tây Ninh,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,SE
365,Dec,2018,TNH-003,SGN050,Tây Ninh,SC,4.0,Fungicide,HO,Nhãn,100,6619300.000000001,SE
366,Dec,2018,TNH-011,SGN050,Tây Ninh,SC,3.0,Fungicide,HO,Mãng cầu,75,4964475.0,SE
367,Dec,2018,TNH-032,TNH014,Tây Ninh,SC,3.0,Fungicide,HO,Mãng cầu,75,4964475.0,SE
368,Dec,2018,BTN-033,DNI020,Đồng Nai,SC,2.0,Fungicide,HO,Dưa hấu,50,3309650.0000000005,SE
369,Dec,2018,BTN-007,DNI020,Bình Dương,SC,2.0,Fungicide,HO,Lúa,50,3309650.0000000005,SE
370,Dec,2018,BTN-121,DNI020,Đồng Nai,SC,2.0,Fungicide,HO,Dưa hấu,50,3309650.0000000005,SE
371,Dec,2018,BTN-047,DNI020,Đồng Nai,SC,2.0,Fungicide,HO,Dưa hấu,50,3309650.0000000005,SE
372,Dec,2018,BTN-042,DNI020,Đồng Nai,SC,2.0,Fungicide,HO,Sầu Riêng,50,3309650.0000000005,SE
373,Dec,2018,BTN-058,DNI020,Đồng Nai,SC,2.0,Fungicide,HO,Lúa,50,3309650.0000000005,SE
374,Dec,2018,TNH-020,DNI020,Đồng Nai,SC,2.0,Fungicide,HO,Ớt,50,3309650.0000000005,SE
375,Dec,2018,LDG-110,DNI020,Đồng Nai,SC,2.0,Fungicide,HO,Lúa,50,3309650.0000000005,SE
376,Dec,2018,BTN-067,DNI020,Đồng Nai,SC,2.0,Fungicide,HO,Dưa hấu,50,3309650.0000000005,SE
377,Dec,2018,NTN-027,NTN002,Ninh Thuận,E30,1.0,Herbicide & Molluscicide,FAX,Lúa,30,11225975.0,SE
378,Dec,2018,NTN-024,NTN002,Ninh Thuận,E60,1.0,Herbicide & Molluscicide,FAX,Lúa,60,22094150.0,SE
379,Dec,2018,NTN-001,NTN002,Ninh Thuận,E60,1.0,Herbicide & Molluscicide,FAX,Lúa,60,22094150.0,SE
380,Dec,2018,LDG-125,LDG014,Lâm Đồng,E30,1.0,Insecticide,DA,Sầu Riêng,30,11225975.0,SE
381,Dec,2018,LDG-227,LDG014,Lâm Đồng,E30,1.0,Insecticide,DA,Sầu Riêng,30,11225975.0,SE
382,Dec,2018,LDG-138,LDG014,Lâm Đồng,E60,1.0,Fungicide,MAL,Sầu Riêng,60,22094150.0,SE
383,Dec,2018,TGG-018,TGG012,Tiền Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
384,Dec,2018,TGG-073,TGG012,Tiền Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
385,Dec,2018,CTO-035,CTO018,Cần Thơ,E30,1.0,Fungicide,MAL,Dưa hấu,30,11225975.0,SE
386,Dec,2018,CTO-094,CTO018,Cần Thơ,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
387,Dec,2018,CTO-044,CTO018,Cần Thơ,E30,1.0,Fungicide,MAL,Dưa hấu,30,11225975.0,SE
388,Dec,2018,CTO-099,CTO018,Cần Thơ,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
389,Dec,2018,LDG-131,CTO017,Cần Thơ,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
390,Jan,2019,BTE-045,BTE003,Bến Tre,E60,1.0,Fungicide,MAL,Bưởi,60,22094150.0,SE
391,Dec,2018,LAN-095,AGG029,An Giang,SC,1.0,Fungicide,HO,Lúa,25,1654825.0000000002,SE
392,Dec,2018,DTP-168,AGG029,An Giang,SC,1.0,Fungicide,HO,Lúa,25,1654825.0000000002,SE
393,Dec,2018,AGG-316,AGG029,An Giang,SC,1.0,Fungicide,HO,Lúa,25,1654825.0000000002,SE
394,Dec,2018,AGG-265,AGG029,An Giang,SC,1.0,Fungicide,HO,Lúa,25,1654825.0000000002,SE
395,Dec,2018,AGG-272,AGG029,An Giang,SC,1.0,Fungicide,HO,Lúa,25,1654825.0000000002,SE
396,Dec,2018,AGG-335,AGG029,An Giang,SC,1.0,Fungicide,HO,Lúa,25,1654825.0000000002,SE
397,Dec,2018,DLK-117,DLK016,Đắk Lắk,E100,1.0,Fungicide,MAL,Sầu Riêng,100,37479550.0,SE
398,Dec,2018,KHA-016,KHA004,Khánh Hoà,E30,1.0,Insecticide,MPT,Lúa,30,11225975.0,SE
399,Dec,2018,KHA-019,KHA004,Khánh Hoà,E30,1.0,Fungicide,MAL,Rau màu,30,11225975.0,SE
400,Dec,2018,KGG-240,kgg008,Kiên Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
401,Dec,2018,KGG-240,kgg008,Kiên Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
402,Dec,2018,KGG-188,kgg008,Kiên Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
403,Dec,2018,KGG-188,kgg008,Kiên Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
404,Jan,2019,BTE-045,BTE003,Bến Tre,TM,1.0,Fungicide,HO,Bưởi,20,3309650.0000000005,ST
405,Jan,2019,BTE-024,BTE003,Bến Tre,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
406,Jan,2019,BTE-039,BTE003,Bến Tre,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
407,Jan,2019,DNI-048,BTE003,Bến Tre,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
408,Jan,2019,BTE-045,BTE003,Bến Tre,Demo,1.0,Fungicide,HO,Bưởi,5,1592210.0000000002,ST
409,Jan,2019,BTE-045,BTE003,Bến Tre,Demo,1.0,Fungicide,RA,Bưởi,5,1592210.0000000002,ST
410,Dec,2018,AGG-062,AGG028,An Giang,SC,1.0,Fungicide,MAL,Lúa,25,1654825.0000000002,SE
411,Dec,2018,AGG-203,AGG028,An Giang,SC,1.0,Fungicide,MAL,Lúa,25,1654825.0000000002,SE
412,Dec,2018,AGG-307,AGG028,An Giang,SC,1.0,Fungicide,MAL,Lúa,25,1654825.0000000002,SE
413,Dec,2018,AGG-066,AGG028,An Giang,SC,1.0,Fungicide,MAL,Lúa,25,1654825.0000000002,SE
414,Dec,2018,AGG-139,AGG028,An Giang,SC,1.0,Fungicide,MAL,Lúa,25,1654825.0000000002,SE
415,Dec,2018,AGG-142,AGG028,An Giang,SC,1.0,Fungicide,MAL,Lúa,25,1654825.0000000002,SE
416,Dec,2018,TGG-110,TGG002,Tiền Giang,E60,1.0,Fungicide,HO,Sầu Riêng,60,22094150.0,SE
417,Dec,2018,KGG-171,kgg008,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,SE
418,Dec,2018,KGG-190,kgg008,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,SE
419,Dec,2018,KGG-007,kgg008,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,SE
420,Dec,2018,KGG-180,kgg008,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,SE
421,Dec,2018,AGG-301,kgg008,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,SE
422,Dec,2018,TGG-011,TGG004,Tiền Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
423,Dec,2018,TGG-137,TGG004,Tiền Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
424,Jan,2019,GLI-049,GLI002,Gia Lai,E60,2.0,Fungicide,HO,Cà chua,120,44188300.0,SE
425,Dec,2018,AGG-324,AGG029,An Giang,E100,1.0,Fungicide,FY,Lúa,100,37479550.0,SE
